canonical_composer,canonical_title,split,year,midi_filename,audio_filename,duration,prompt,caption
Claude Debussy,"Etude No. 6, Book I, ""Pour les huits doigts""",train,2008,2008/MIDI-Unprocessed_11_R2_2008_01-05_ORIG_MID--AUDIO_11_R2_2008_wav--2.midi,2008/MIDI-Unprocessed_11_R2_2008_01-05_ORIG_MID--AUDIO_11_R2_2008_wav--2.wav,79.33485656,"Composer:Claude Debussy;Title:Etude No. 6, Book I, ""Pour les huits doigts""","""Pour les huits doigts,"" also known as Etude No. 6, is a piano piece composed by Claude Debussy. This etude showcases intricate fingerings as it is specifically written for eight fingers, omitting the thumbs. The piece features a delicate and lyrical melody, characterized by Debussy's signature impressionistic style, known for its colorful tonalities and rich harmonies. It incorporates typical Debussy chord progressions, such as whole-tone and pentatonic scales, creating a dreamy and evocative atmosphere."
Claude Debussy,"Etude No. 7 ""Study in Chromatic Steps""",test,2004,2004/MIDI-Unprocessed_SMF_17_R1_2004_03-06_ORIG_MID--AUDIO_20_R2_2004_12_Track12_wav--1.midi,2004/MIDI-Unprocessed_SMF_17_R1_2004_03-06_ORIG_MID--AUDIO_20_R2_2004_12_Track12_wav--1.wav,134.3764783,"Composer:Claude Debussy;Title:Etude No. 7 ""Study in Chromatic Steps""","Etude No. 7 ""Study in Chromatic Steps"" by Claude Debussy is a captivating piano piece in the key of F major. The melody of this etude is characterized by intricate chromatic steps that create a sense of constant movement and tension. Debussy's signature impressionist style shines through with his use of rich harmonies and delicate touch, creating a dreamy and ethereal atmosphere. The piece follows a unique and unpredictable chord progression, adding to its complex and mesmerizing nature."
Claude Debussy,Feux d'artifice,train,2006,2006/MIDI-Unprocessed_18_R1_2006_01-05_ORIG_MID--AUDIO_18_R1_2006_02_Track02_wav.midi,2006/MIDI-Unprocessed_18_R1_2006_01-05_ORIG_MID--AUDIO_18_R1_2006_02_Track02_wav.wav,242.5785502,Composer:Claude Debussy;Title:Feux d'artifice,"""Feux d'artifice"" is a piano piece composed by Claude Debussy. In this vibrant and colorful composition, the key is D-flat major, which sets a dreamy and expansive atmosphere. The melody is characterized by agile, cascading arpeggios and rapid passages, mimicking the flickering bursts of fireworks. Written in Debussy's signature impressionistic style, the piece exhibits rich harmonies and unusual chord progressions that create a sense of mystery and enchantment."
Claude Debussy,Four Preludes,train,2006,2006/MIDI-Unprocessed_14_R1_2006_01-05_ORIG_MID--AUDIO_14_R1_2006_03_Track03_wav.midi,2006/MIDI-Unprocessed_14_R1_2006_01-05_ORIG_MID--AUDIO_14_R1_2006_03_Track03_wav.wav,672.9013036,Composer:Claude Debussy;Title:Four Preludes,"Four Preludes by Claude Debussy is a collection of piano compositions known for their exquisite and innovative musical language. These pieces are characterized by complex harmonies, delicate melodies, and lush textures, reflecting Debussy's impressionistic style. With their fluid and evocative nature, the preludes showcase a range of emotions and moods, from haunting and mysterious to sparkling and joyful. The chord progressions in these pieces often feature rich and colorful extended chords, as well as Debussy's signature use of whole-tone and pentatonic scales, creating an ethereal and dreamlike atmosphere throughout the music."
Claude Debussy,Image (Book II),train,2004,2004/MIDI-Unprocessed_XP_08_R1_2004_03_ORIG_MID--AUDIO_08_R1_2004_03_Track03_wav.midi,2004/MIDI-Unprocessed_XP_08_R1_2004_03_ORIG_MID--AUDIO_08_R1_2004_03_Track03_wav.wav,701.103701,Composer:Claude Debussy;Title:Image (Book II),"""Image (Book II)"" by Claude Debussy is a captivating piano piece that showcases the composer's impressionistic style. It is characterized by dreamy and atmospheric melodies, with harmonies that evoke vivid imagery. The key of the piece is primarily in G major, with occasional modulations to other keys to create subtle shifts in moods. The chord progressions in this composition often feature floating and unresolved harmonies, enhancing the ethereal quality of the music."
Claude Debussy,"Images Book 1 (Complete), L 110",train,2014,2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_10_R1_2014_wav--4.midi,2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_10_R1_2014_wav--4.wav,903.2603147,"Composer:Claude Debussy;Title:Images Book 1 (Complete), L 110","""Images Book 1"" by Claude Debussy is a collection of three enchanting piano pieces. Known for his innovative harmonies and use of whole-tone scales, Debussy's style in this collection captures vivid imagery through musical expression. The melodies are often characterized by fluid and impressionistic lines, exploring various moods and colors. Harmonically, you can expect lush chords, elusive tonal centers, and Debussy's signature use of parallel chords and planing techniques, creating a dream-like and evocative atmosphere throughout the entire cycle."
Claude Debussy,Images Book II,train,2006,2006/MIDI-Unprocessed_24_R1_2006_01-05_ORIG_MID--AUDIO_24_R1_2006_02_Track02_wav.midi,2006/MIDI-Unprocessed_24_R1_2006_01-05_ORIG_MID--AUDIO_24_R1_2006_02_Track02_wav.wav,679.6975041,Composer:Claude Debussy;Title:Images Book II,"Images Book II by Claude Debussy is a collection of three stunning piano pieces comprising ""Cloches à travers les feuilles"" (""Bells through the leaves""), ""Et la lune descend sur le temple qui fut"" (""And the moon descends on the temple that was""), and ""Poissons d'or"" (""Goldfish""). These pieces showcase Debussy's innovative approach to harmony and his ability to create vivid musical imagery. The key characteristic of Images Book II is its impressionistic style, which includes lush and colorful harmonies, delicate melodies, and evocative use of pedal. The chord progressions often feature lush extended harmonies and ambiguous tonal centers, blurring the lines between major and minor."
Claude Debussy,"Images, Book I",train,2009,2009/MIDI-Unprocessed_15_R1_2009_03-06_ORIG_MID--AUDIO_15_R1_2009_15_R1_2009_03_WAV.midi,2009/MIDI-Unprocessed_15_R1_2009_03-06_ORIG_MID--AUDIO_15_R1_2009_15_R1_2009_03_WAV.wav,924.1710844,"Composer:Claude Debussy;Title:Images, Book I","""Images, Book I"" by Claude Debussy is a collection of three piano pieces that showcase his talent for creating captivating musical imagery. The key signature varies throughout the pieces, with movements in B flat major, C major, and G major. The melodies in these pieces are characterized by impressionistic harmonies and delicate, evocative motifs that often mimic sounds found in nature. Debussy's unique style can be heard through his use of lush chromaticism, rich textures, and subtle tonal shifts. The chord progressions in these pieces often incorporate extended and altered chords, adding to their distinctive and dreamlike quality."
Claude Debussy,"Images, Book I, ""Reflets dans l'eau""",train,2008,2008/MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--4.midi,2008/MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--4.wav,281.5795795,"Composer:Claude Debussy;Title:Images, Book I, ""Reflets dans l'eau""","""Reflets dans l'eau"" is a brilliant piece by Claude Debussy from his collection of piano compositions called ""Images, Book I."" It is characterized by its lush harmonies, delicate melodies, and impressionistic style. The key of ""Reflets dans l'eau"" is Db major, which sets a dreamy and reflective atmosphere throughout the piece. The melody flows fluidly, mimicking the shimmering reflections in the water, while the use of rich chord progressions creates a sense of depth and nuance in this mesmerizing composition."
Claude Debussy,"Images, Book II",train,2018,2018/MIDI-Unprocessed_Recital20_MID--AUDIO_20_R1_2018_wav--3.midi,2018/MIDI-Unprocessed_Recital20_MID--AUDIO_20_R1_2018_wav--3.wav,845.7109598,"Composer:Claude Debussy;Title:Images, Book II","""Images, Book II"" is a piano suite composed by Claude Debussy. The key of this piece is predominantly G major, with occasional modulations to related keys. Its melodies often contain Debussy's characteristic use of whole-tone and pentatonic scales, creating a dreamy and mysterious atmosphere. The style of ""Images, Book II"" can be described as impressionistic, with its delicate and evocative portrayal of various landscapes. Typical chord progressions in this suite include colorful and ambiguous harmonies, with Debussy's distinctive use of extended chords and chromaticism."
Claude Debussy,"Images, Book II, ""Poissons d'or""",train,2008,2008/MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--5.midi,2008/MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--5.wav,219.9784125,"Composer:Claude Debussy;Title:Images, Book II, ""Poissons d'or""","""Poissons d'or"" is a piano piece composed by Claude Debussy as a part of his collection ""Images, Book II."" The key of this piece is G major, evoking a serene and reflective atmosphere. The melody in ""Poissons d'or"" is characterized by intricate arpeggios and cascading scales, creating a shimmering and flowing effect. Debussy's style shines through in this piece with its impressionistic qualities and ethereal harmonies, depicting the graceful movement and glimmer of golden fish in the water. The typical chord progressions in this composition often include lush extended chords and modal harmonies, offering a dreamlike and mystical experience for the listener."
Claude Debussy,Jardins sous la pluie from Estampes,test,2011,2011/MIDI-Unprocessed_04_R3_2011_MID--AUDIO_R3-D2_05_Track05_wav.midi,2011/MIDI-Unprocessed_04_R3_2011_MID--AUDIO_R3-D2_05_Track05_wav.wav,207.2620791,Composer:Claude Debussy;Title:Jardins sous la pluie from Estampes,"""Jardins sous la pluie"" is a piano piece composed by Claude Debussy as a part of his larger work called ""Estampes"". The key of this piece is F-sharp major, which gives it a lively and whimsical character. The melody is characterized by fast and intricate passages, mimicking the sound of raindrops falling on a garden. In terms of style, it is a prime example of Impressionism, featuring rich harmonies, delicate touches, and vivid imagery. Typical chord progressions in this piece include colorful modulations, chromaticism, and Debussy's signature use of whole-tone and pentatonic scales."
Claude Debussy,L'Isle Joyeuse,train,2011,2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_10_Track10_wav.midi,2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_10_Track10_wav.wav,329.5603008,Composer:Claude Debussy;Title:L'Isle Joyeuse,"""L'Isle Joyeuse"" by Claude Debussy is a vibrant and exuberant piano piece in the key of F major. The melody is characterized by rapid and brilliant arpeggios, cascading passages, and expressive leaps, creating a sense of playfulness and joy. This impressionist-style composition showcases Debussy's signature harmonic explorations, often employing lush and colorful chords, unexpected modulations, and delicate chromaticism, evoking the sounds of nature and water with its shimmering and fluid qualities. Typical chord progressions in this piece include rich chords with extended harmonies, frequent use of parallel chords, and harmonic sequences that further enhance its vivid and dynamic character."
Claude Debussy,L'isle joyeuse,train,2014,2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_07_R1_2014_wav--6.midi,2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_07_R1_2014_wav--6.wav,363.9152344,Composer:Claude Debussy;Title:L'isle joyeuse,"""L'isle joyeuse"" by Claude Debussy is a vibrant and exuberant piano piece written in E major. Its melody is characterized by quick, sparkling passages that dance across the keys, creating a joyous atmosphere. The piece showcases a unique blend of Impressionistic and Romantic styles, with lush harmonies and delicate phrasing. Typical chord progressions in this composition include colorful modulations and progressions that evoke a sense of joyful exploration."
Claude Debussy,"L'isle joyeuse, L. 106",train,2018,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_02_R1_2018_wav--4.midi,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_02_R1_2018_wav--4.wav,349.6858148,"Composer:Claude Debussy;Title:L'isle joyeuse, L. 106","""L'isle joyeuse"" is a piano composition by Claude Debussy that showcases his distinctive impressionistic style. The key of the piece is primarily F-sharp major, creating a bright and ethereal atmosphere. The melody is characterized by cascading arpeggios and syncopated rhythms, which evoke the imagery of a joyous island. The composition also showcases Debussy's innovative chord progressions, incorporating rich harmonies and whole-tone scales to create a dreamlike and evocative sound."
Claude Debussy,Les Collines d'Anacapri from Book I,train,2008,2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--2.midi,2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--2.wav,176.4634988,Composer:Claude Debussy;Title:Les Collines d'Anacapri from Book I,"""Les Collines d'Anacapri"" by Claude Debussy is a captivating piano piece from Book I of his famous work, Preludes. The key of the song is G Major, providing a bright and vibrant tonality to the composition. The melody, characterized by its flowing and delicate nature, beautifully portrays the picturesque landscapes of Anacapri, an island in Italy. In terms of style, Debussy's impressionistic touch is evident, with cascading arpeggios and lush harmonies that create an ethereal and dreamlike atmosphere. Typical of Debussy's harmonic language, the chord progressions feature subtle tonal shifts, chromaticism, and rich extended chords, which enhance the evocative and evanescent nature of the piece."
Claude Debussy,Pagodas from Estampes No. 1,test,2008,2008/MIDI-Unprocessed_05_R1_2008_01-04_ORIG_MID--AUDIO_05_R1_2008_wav--3.midi,2008/MIDI-Unprocessed_05_R1_2008_01-04_ORIG_MID--AUDIO_05_R1_2008_wav--3.wav,345.8196328,Composer:Claude Debussy;Title:Pagodas from Estampes No. 1,"""Pagodas"" by Claude Debussy is a captivating piano piece from his collection ""Estampes No. 1."" In this piece, Debussy weaves the listener into a mesmerizing soundscape with his innovative use of parallel harmonies and colorful chords. The melody is characterized by delicate yet intricate lines that evoke the serene and exotic imagery of East Asian pagodas. The piece showcases Debussy's signature impressionistic style, with its fluid and dreamlike quality, and features a mix of whole-tone and pentatonic scales. The chord progressions often shift subtly, creating a sense of mystery and enchantment throughout the composition."
